0,120770,A Night at the Roxbury,1998,United States,"The Roxbury Guys, Steve and Doug Butabi, want to get into the best club in town, and also hope to open their own club. Vivica, a gold-digging supermodel, and her friend Cambi try to work the Roxbury Guys for their money, only to find out the pair is broke.","Comedy, Music, Romance",0.154,0.078,0.162
1,132512,At First Sight,1999,United States,"First Sight is true to the title from start to finish. Val Kilmer skates in the dark appears FIRST to Mira Sorvino car headlights driving lost searching for her retreat spa motel. Kilmers FIRST visual memory links him coincidently to his last. This is a true love drama with Nathan Lane providing laughs counseling visual therapy. All stars emotional vulnerability teach the audience learning love matters in art, architecture, education, parenting, massage and trees.","Drama, Romance",0.144,0.094,0.216
2,215545,Bamboozled,2000,United States,"Dark, biting satire of the television industry, focusing on an Ivy League educated black writer at a major network. Frustrated that his ideas for a ""Cosby Show""-esque take on the black family have been rejected by network brass, he devises an outlandish scheme: reviving the minstrel show. This is the hook: Instead of white actors in black face, the show stars black actors in even blacker face. The show becomes an instant smash, but with the success also come repercussions for all involved.","Comedy, Drama, Music",0.114,0.086,0.198
3,118715,The Big Lebowski,1998,"United States, United Kingdom","When ""the dude"" Lebowski is mistaken for a millionaire Lebowski, two thugs urinate on his rug to coerce him into paying a debt he knows nothing about. While attempting to gain recompense for the ruined rug from his wealthy counterpart, he accepts a one-time job with high pay-off. He enlists the help of his bowling buddy, Walter, a gun-toting Jewish-convert with anger issues. Deception leads to more trouble, and it soon seems that everyone from porn empire tycoons to nihilists want something from The Dude.","Comedy, Crime, Sport",0.158,0.11,0.198
4,112571,Boys on the Side,1995,"United States, France","Jane is a night club singer out of work. Robin is a quirky real estate agent looking for a ride-share to accompany her to Los Angeles. Her advertisement is answered by Jane, who at first was uncertain about her. A stop in Pittsburgh picks up a third, Holly, escaping a violent and drug dealing partner. Girls on the road, reaching understanding, respect, and care for each other. But this trio is different - Jane a lesbian, Robin suffering with AIDS, Holly running from her past, seeking one night stands, and a good man.","Comedy, Drama",0.22,0.128,0.26
5,112573,Braveheart,1995,United States,"William Wallace is a Scottish rebel who leads an uprising against the cruel English ruler Edward the Longshanks, who wishes to inherit the crown of Scotland for himself. When he was a young boy, William Wallace's father and brother, along with many others, lost their lives trying to free Scotland. Once he loses another of his loved ones, William Wallace begins his long quest to make Scotland free once and for all, along with the assistance of Robert the Bruce.","Biography, Drama, History, War",0.114,0.11,0.214
6,88847,The Breakfast Club,1985,United States,"Beyond being in the same class at Shermer High School in Shermer, Illinois, Claire Standish, Andrew Clark, John Bender, Brian Johnson and Allison Reynolds have little in common, and with the exception of Claire and Andrew, do not associate with each other in school. In the simplest and in their own terms, Claire is a princess, Andrew an athlete, John a criminal, Brian a brain, and Allison a basket case. But one other thing they do have in common is a nine hour detention in the school library together on Saturday, March 24, 1984, under the direction of Mr. Vernon, supervising from his office across the hall. Each is required to write a minimum one thousand word essay during that time about who they think they are. At the beginning of those nine hours, each, if they were indeed planning on writing that essay, would probably write something close to what the world sees of them, and what they have been brainwashed into believing of themselves. But based on their adventures during that nine hours, they may come to a different opinion of themselves and the other four.","Comedy, Drama",0.244,0.144,0.254
7,163579,Chill Factor,1999,United States,"A scientist develops a biological lethal weapon and accidentally kills eighteen soldiers in an island during the tests. Colonel Andrew Brynner is the commander and becomes the scapegoat of the incident. He is sentenced to go to the prison for ten years. Along this period, he becomes unbalanced and decides to get the bomb to sell to terrorists. He commands a group of mercenaries to steal the bomb from the base where Dr. Richard Long is researching. He shots the scientist but he flees with the weapon to the convenience store where the clerk Tim Mason and an ice-cream trucker driver Arlo are negotiating ice-creams. Mason receive this weapon from the injured Dr. Richard Long, with an advice to keep it below 50 F. they try to reach a military fort and try to escape from the colonel's team that is hunting them down.","Action, Adventure, Comedy, Drama, Thriller",0.132,0.046,0.144
8,99291,Come See the Paradise,1990,United States,"Portraying one of the shadier details of American history, this is the story of Jack McGurn, who comes to Los Angeles in 1936. He gets a job at a movie theatre in Little Tokyo and falls in love with the boss's daughter, Lily Kawamura. When her father finds out, he is fired and forbidden ever to see her again. But together they escape to Seattle. When the war breaks out, the authorities decide that the Japanese immigrants must live in camps like war prisoners.","Drama, Romance, War",0.11,0.088,0.392
9,104036,The Crying Game,1992,"United Kingdom, Japan, United States","An unlikely kind of friendship develops between Fergus (Stephen Rea), an Irish Republican Army volunteer, and Jody (Forest Whitaker), a kidnapped British soldier lured into an IRA trap by Jude (Miranda Richardson), another IRA member. When the hostage-taking ends up going horribly wrong, Fergus escapes and heads to London, where he seeks out Jody's lover, a hairdresser named Dil (Jaye Davidson). Fergus adopts the name ""Jimmy"" and gets a job as a day laborer. He also starts seeing Dil, who knows nothing about Fergus' IRA background. But there is something about Dil that Fergus doesn't know, either.","Crime, Drama, Romance, Thriller",0.19,0.098,0.254
10,120646,The Deep End of the Ocean,1999,United States,"The Deep End of The Ocean is a film about a family's reaction when Ben, the youngest son is kidnapped and then found ten years later, living in the same town.",Drama,0.162,0.106,0.29
11,116191,Emma,1996,"United Kingdom, United States","Emma Woodhouse is a congenial young lady who delights in meddling in other people's affairs. She is perpetually trying to unite men and women who are utterly wrong for each other. Despite her interest in romance, Emma is clueless about her own feelings, and her relationship with gentle Mr. Knightly.","Comedy, Drama, Romance",0.196,0.042,0.138
12,120910,Fantasia 2000,1999,United States,"In this update of Disney's masterpiece film mixture of animation and music, new interpretations of great works of music are presented. It begins with an abstract battle of light and darkness set to the music of Beethoveen's Fifth Symphony. Then we see the adventures of a humpback whale calf and his pod set to ""The Pines of Rome."" Next is the humorous story of several lives in 1930's New York City, scored with ""Rhapsody in Blue."" Following is a musical telling of the fairy tale, ""The Steadfast Tin Soldier"" set to Dmitri Shostakovich's Piano Concerto No. 2. Then a goofy flamingo causes havoc in his flock with his yo-yo to the tune of the finale of ""Carnival of the Animals."" This is followed by the classic sequence from the original film, ""The Sorcerer's Apprentice"" starring Mickey Mouse and followed by ""Pomp and Circumstance"" starring Donald Duck as a harried assistant to Noah on his Ark. Finally, we see the awesome tale of the life, death, and renewal of a forest in a sequence featuring the composition, ""The Firebird.""","Animation, Comedy, Family, Fantasy, Music",0.298,0.052,0.214
13,101862,Father of the Bride,1991,United States,"In this remake of the Spencer Tracy classic, George and Nina Banks are the parents of young soon-to-be-wed Annie. George is a nervous father unready to face the fact that his little girl is now a woman. The preparations for the extravagant wedding provide additional comic moments.","Comedy, Family, Romance",0.228,0.064,0.242
14,89212,Going for the Gold: The Bill Johnson Story,1985,"United Kingdom, Yugoslavia, United States",The true story of the first U.S. men's skiing gold medal winner. Bill Johnson is a cocky young adult who dreams of being on the U.S. Olympic Ski Team as a downhill racer. Trouble with the law and a rebellious attitude almost cost him the 1984 Gold Medal that he won.,"Biography, Drama, Sport",0.256,0.058,0.226
15,91167,Hannah and Her Sisters,1986,United States,"Hannah, Holly, and Lee are adult sisters from a show business family, their boozy actress mother who still believes she's an ingénue that can attract any man she wants, despite still being married to the girls' father, Evan. Hannah, on her second marriage to a man named Elliot, a financial advisor, is the success of the family, taking a break from her acting career to raise her children. Everyone turns to her for advice, while she never talks to others about what she needs or feels. Her first husband, Mickey, is a comedy show writer and hypochondriac, who is going through a crisis as he mistakenly believes he will die soon without a clear belief, as a non-practicing Jew, of what will happen to him in the afterlife. Single Holly is the insecure flaky sister, a struggling and thus continually unemployed actress, who has just started a catering business with her actress friend April, in order to do something constructive with her life. In her own security, Hannah even set up Holly and Mickey together following her own break-up with Mickey, Holly and Mickey's sole date which arguably was the worst night in both their lives. Holly turns to Hannah for everything in her life, including money, despite feeling Hannah overly judgmental about her failures. It's during a catering job that Holly and April meet David, an architect, who seems interested in both of them. Holly's insecurities may threaten her potential relationship with David and friendship with April. Lee, who collects unemployment, is metaphorically the family's piece of clay waiting for the right artist to mold her. She has long lived with artist Frederick, who has contempt for everyone except her, and as such relies on her for whatever his connection to the outside world. This already complex collective becomes even more complex when Elliot contemplates telling Lee that he has fallen in love with her. His attraction to her is as much feeling unneeded by Hannah, who he does not want to hurt regardless of what he decides to do with respect to Lee.","Comedy, Drama",0.142,0.068,0.146
16,79417,Kramer vs. Kramer,1979,United States,"Ted Kramer is a career man for whom his work comes before his family. His wife Joanna cannot take this anymore, so she decides to leave him. Ted is now faced with the tasks of housekeeping and taking care of himself and their young son Billy. When he has learned to adjust his life to these new responsibilities, Joanna resurfaces and wants Billy back. Ted, however, refuses to give him up, so they go to court to fight for the custody of their son.",Drama,0.15,0.098,0.242
17,104691,The Last of the Mohicans,1992,United States,"The last members of a dying Native American tribe, the Mohicans -- Uncas, his father Chingachgook, and his adopted half-white brother Hawkeye -- live in peace alongside British colonists. But when the daughters of a British colonel are kidnapped by a traitorous scout, Hawkeye and Uncas must rescue them in the crossfire of a gruesome military conflict of which they wanted no part: the French and Indian War.","Action, Adventure, Drama, Romance, War",0.09,0.118,0.242
18,362270,The Life Aquatic with Steve Zissou,2004,United States,"When his partner is killed by the mysterious and possibly nonexistent Jaguar Shark, Steve Zissou (Bill Murray) and his Team Zissou crew set off for an expedition to hunt down the creature. Along with his estranged wife, a beautiful journalist and a co-pilot who could possibly be Zissou's son, the crew set off for one wild expedition.","Action, Adventure, Comedy, Drama, Romance",0.138,0.094,0.084
19,104797,Malcolm X,1992,"United States, Japan","Biograpical epic of Malcolm X, the legendary African American leader. Born Malcolm Little, his father (a Garveyite Baptist minister) was killed by the Ku Klux Klan. Malcolm became a gangster, and while in jail discovered the Nation of Islam writings of Elijah Muhammad. He preaches the teachings when let out of jail, but later on goes on a pilgrimage to the city of Mecca, there he converts to the original Islamic religion and becomes a Sunni Muslim and changes his name to El-Hajj Malik Al-Shabazz. He is assassinated on February 21, 1965 and dies a Muslim martyr.","Biography, Drama, History",0.178,0.08,0.212
20,151137,The Messenger: The Story of Joan of Arc,1999,"France, Czech Republic, United States","1429. While the war between France and England (the Hundred Years War) appeared settled in 1420, in England's favour, the death of King Henry V of England reignites it. England occupies large areas of France and appears set to take the whole of it. Into this moment of crisis rides legendary Joan of Arc, a teenage girl who claims to be lead by divine visions.","Adventure, Biography, Drama, History, War",0.12,0.09,0.204
21,374900,Napoleon Dynamite,2004,United States,"Preston, Idaho's most curious resident, Napoleon Dynamite, lives with his grandma and his 32-year-old brother (who cruises chat rooms for ladies) and works to help his best friend, Pedro, snatch the Student Body President title from mean teen Summer Wheatley.",Comedy,0.194,0.094,0.2
22,109045,"The Adventures of Priscilla, Queen of the Desert",1994,Australia,"Two drag-queens (Anthony/Mitzi and Adam/Felicia) and a transgender woman contract to perform a drag show at a resort in Alice Springs, a resort town in the remote Australian desert. They head west from Sydney aboard their lavender bus, Priscilla. En route, it is discovered that the woman they've contracted with is Anthony's wife. Their bus breaks down, and is repaired by Bob, who travels on with them.","Comedy, Music",0.158,0.096,0.242
23,120791,Practical Magic,1998,United States,"Sisters Sally Owens (Sandra Bullock) and Gillian Owens (Nicole Kidman) have a special bond with each other despite being different in personality and outlook. Having grown up with their spinster Aunt Frances (Stockard Channing) and Aunt Jet (Dianne Wiest) in the long time Owens family house on an island off the coast of Massachusetts following the death of their father and then their mother, they are the latest in a long line of witches. Rumors of the Owens women being witches have existed for generations in the small close-minded town in which they live, despite there being no hard evidence. The Owens women are also under a curse that any man with who they fall in love is doomed. With this experience, extroverted Gillian decides to leave the island to live life to the fullest, in the process, falling for Jimmy Angelov (Goran Visnjic), a Bulgarian who grew up near Transylvania. More introspective Sally, who has sworn off the use of magic except in its most practical sense, has taken measures not to fall in love because of the curse, but ends up falling for and marrying Michael (Mark Feuerstein), a local merchant, the two who end up having two daughters of their own. The curse works its way into Gillian's and Sally's lives in different ways. The outcomes of the curse on their collective lives become more complicated with the arrival into town of Tuscon Police Detective Gary Hallet (Aidan Quinn), whose arrival is not by accident and involves more than just his stated professional purpose.","Comedy, Drama, Fantasy, Romance",0.104,0.102,0.102
24,93779,The Princess Bride,1987,United States,"An elderly man reads the book ""The Princess Bride"" to his sick and thus currently bedridden adolescent grandson, the reading of the book which has been passed down within the family for generations. The grandson is sure he won't like the story, with a romance at its core, he preferring something with lots of action and ""no kissing"". But the grandson is powerless to stop his grandfather, whose feelings he doesn't want to hurt. The story centers on Buttercup, a former farm girl who has been chosen as the princess bride to Prince Humperdinck of Florian. Buttercup does not love him, she who still laments the death of her one true love, Westley, five years ago. Westley was a hired hand on the farm, his stock answer of ""as you wish"" to any request she made of him which she came to understand was his way of saying that he loved her. But Westley went away to sea, only to be killed by the Dread Pirate Roberts. On a horse ride to clear her mind of her upcoming predicament of marriage, Buttercup is kidnapped by a band of bandits: Vizzini who works on his wits, and his two associates, a giant named Fezzik who works on his brawn, and a Spaniard named Inigo Montoya, who has trained himself his entire life to be an expert swordsman. They in turn are chased by the Dread Pirate Roberts himself. But chasing them all is the Prince, and his men led by Count Tyrone Rugen. What happens to these collectives is dependent partly on Buttercup, who does not want to marry the Prince, and may see other options as lesser evils, and partly on the other motives of individuals within the groups. But a larger question is what the grandson will think of the story as it proceeds and at its end, especially as he sees justice as high a priority as action.","Adventure, Family, Fantasy, Romance",0.234,0.1,0.136
25,100436,Pump Up the Volume,1990,"Canada, United States","Mark is an intelligent but shy teenager who has just moved to Arizona from the East Coast. His parents give him a short-wave radio so he can talk to his pals, but instead he sets up shop as pirate deejay Hard Harry, who becomes a hero to his peers while inspiring the wrath of the local high school principal. When one of Harry's listeners commits suicide, inspired chaos breaks out at the school and the authorities are called in to put a stop to Harry's broadcasts.","Comedy, Drama, Music",0.256,0.062,0.204
26,94012,Spaceballs,1987,United States,"On the peaceful planet Druidia, King Roland attempts to marry his daughter Princess Vespa to Prince Valium, but Vespa and her loyal droid Dot Matrix escape during her wedding. After wasting the fresh air on the distant planet Spaceball, the good-for-nothing President Skroob orders the archvillain henchman Dark Helmet to kidnap Princess Vespa to force King Roland to provide them with the code to Druidia's atmosphere. Under those circumstances, the seasoned mercenary Lone Starr and his trusty half-human, half-canine sidekick Barf will attempt to save the Princess in distress, while at the same time, the ruthless loan-shark Pizza the Hutt is after them. But in the end, only he who can harness the mystical and mighty force known only as ""The Schwartz"" will be able to save the day.","Adventure, Comedy, Sci-Fi",0.124,0.096,0.346
27,86373,Strange Brew,1983,"Canada, United States","Something is rotten at the Elsinore Brewery. Bob and Doug Mackenzie (as seen on SCTV) help the brewery founder's daughter Pam regain the brewery founded by her recently-deceased father. But to do so, they must confront the suspicious brew master and two teams of vicious hockey players.","Comedy, Crime, Sci-Fi",0.224,0.12,0.106
28,88196,Streetwise,1984,United States,"Portrays the lives of nine desperate teenagers. Thrown too young into a seedy grown up world, these runaways and castaways survive, but just barely. Rat, the dumpster diver. Tiny, the teen prostitute. Shellie, the baby-faced blonde. DeWayne, the hustler. All old beyond their years. All underage survivors fighting for life and love on the streets of downtown Seattle.","Documentary, Drama",0.112,0.086,0.32
29,51036,Sweet Smell of Success,1957,United States,"J.J. Hunsecker, the most powerful newspaper columnist in New York, is determined to prevent his sister from marrying Steve Dallas, a jazz musician. He therefore covertly employs Sidney Falco, a sleazy and unscrupulous press agent, to break up the affair by any means possible.","Drama, Film-Noir",0.106,0.108,0.268
30,387131,The Constant Gardener,2005,"United Kingdom, Germany, Kenya, France, United States, China","In a remote area of Northern Kenya, activist Tessa Quayle is found brutally murdered. Tessa's companion, a doctor, appears to have fled the scene, and the evidence points to a crime of passion. Members of the British High Commission in Nairobi assume that Tessa's widower, their mild-mannered and unambitious colleague Justin Quayle, will leave the matter to them. They could not be more wrong. Haunted by remorse and jarred by rumors of his late wife's infidelities, Quayle surprises everyone by embarking on a personal odyssey that will take him across three continents. Using his privileged access to diplomatic secrets, he will risk his own life, stopping at nothing to uncover and expose the truth - a conspiracy more far-reaching and deadly than Quayle could ever have imagined.","Drama, Mystery, Romance, Thriller",0.142,0.07,0.282
31,68646,The Godfather,1972,United States,"The Godfather ""Don"" Vito Corleone is the head of the Corleone mafia family in New York. He is at the event of his daughter's wedding. Michael, Vito's youngest son and a decorated WW II Marine is also present at the wedding. Michael seems to be uninterested in being a part of the family business. Vito is a powerful man, and is kind to all those who give him respect but is ruthless against those who do not. But when a powerful and treacherous rival wants to sell drugs and needs the Don's influence for the same, Vito refuses to do it. What follows is a clash between Vito's fading old values and the new ways which may cause Michael to do the thing he was most reluctant in doing and wage a mob war against all the other mafia families which could tear the Corleone family apart.","Crime, Drama",0.17,0.078,0.168
32,71562,The Godfather: Part II,1974,United States,"The continuing saga of the Corleone crime family tells the story of a young Vito Corleone growing up in Sicily and in 1910s New York; and follows Michael Corleone in the 1950s as he attempts to expand the family business into Las Vegas, Hollywood and Cuba.","Crime, Drama",0.204,0.176,0.21
33,335563,Wonderland,2003,"Canada, United States","John Holmes was a legend of the porn industry and revered in circles as a stud. But in 1981, years after his successful career and star fading, Holmes was a desperate man with his own internal demons to live up to. He's estranged from his wife, holding onto a relationship with his teenage mistress, and living as a junkie in search of his next fix. But one fateful night left four people dead and John as a key suspect in one of the most grisly murders in Los Angeles. Was he partly responsible for what happened at Wonderland Avenue?","Crime, Drama, Mystery, Thriller",0.172,0.102,0.206
34,96463,Working Girl,1988,United States,"Tess McGill is a frustrated secretary, struggling to forge ahead in the world of big business in New York. She gets her chance when her boss breaks her leg on a skiing holiday. McGill takes advantage of her absence to push ahead with her career. She teams up with investment broker Jack Trainer to work on a big deal. The situation is complicated after the return of her boss.","Comedy, Drama, Romance",0.334,0.072,0.162
35,143145,The World Is Not Enough,1999,"United Kingdom, United States","James Bond (Pierce Brosnan) is back. An oil tycoon is murdered in MI6, and Bond is sent to protect his daughter. Renard (Robert Carlyle), who has a bullet lodged in his brain from a previous Agent, is secretly planning the destruction of a pipeline. Bond gains a hand from research scientist Dr. Christmas Jones (Denise Richards), who witnesses the action which happens when Bond meets up with Renard, but Bond becomes suspicious about Elektra King (Sophie Marceau), especially when Bond's boss, M (Dame Judi Dench) goes missing. Bond must work quickly to prevent Renard from destroying Europe.","Action, Adventure, Thriller",0.084,0.088,0.176
36,2401878,Anomalisa,2015,"United Kingdom, United States","Michael Stone, an author that specializes in customer service, is a man who is unable to interact deeply with other people. His low sensitivity to excitement, and his lack of interest made him a man with a repetitive life on his own perspective. But, when he went on a business trip, he met a stranger - an extraordinary stranger, which slowly became a cure for his negative view on life that possibly will change his mundane life.","Animation, Comedy, Drama, Romance",0.222,0.078,0.22
37,3236120,I'll See You in My Dreams,2015,United States,"In this vibrant, funny, and heartfelt film, a widow and former songstress discover that life can begin anew at any age. With the support of three loyal girlfriends (June Squibb, Rhea Perlman, and Mary Kay Place), Carol (Blythe Danner) decides to embrace the world, embarking on an unlikely friendship with her pool maintenance man (Martin Starr), pursuing a new love interest (Sam Elliott), and reconnecting with her daughter (Malin Akerman).","Comedy, Drama, Romance",0.198,0.066,0.22
38,145487,Spider-Man,2002,United States,"Based on Marvel Comics' superhero character, this is a story of Peter Parker who is a nerdy high-schooler. He was orphaned as a child, bullied by jocks, and can't confess his crush for his stunning neighborhood girl Mary Jane Watson. To say his life is ""miserable"" is an understatement. But one day while on an excursion to a laboratory a runaway radioactive spider bites him... and his life changes in a way no one could have imagined. Peter acquires a muscle-bound physique, clear vision, ability to cling to surfaces and crawl over walls, shooting webs from his wrist ... but the fun isn't going to last. An eccentric millionaire Norman Osborn administers a performance enhancing drug on himself and his maniacal alter ego Green Goblin emerges. Now Peter Parker has to become Spider-Man and take Green Goblin to the task... or else Goblin will kill him. They come face to face and the war begins in which only one of them will survive at the end.","Action, Adventure, Sci-Fi",0.244,0.116,0.244
39,5639354,A Fantastic Woman,2017,"Chile, Spain, Germany","Somewhere in Santiago at a dimly-lit nightclub, Orlando, the kindly and well-off owner of a textile company, locks eyes with Marina, a hopeful singer and the roughly half-his-age love of his life. But, unfortunately, after Marina's birthday celebration and a night of passion, Orlando falls gravely ill--and by the following morning--he dies in hospital. In the wake of her companion's untimely death, Marina will soon realise that, from now on, everything is brought into question: her involvement in Orlando's death, their unconventional relationship; and above all, her right to mourn her beloved deceased. In the end, what was Marina's crime; a deed so hideous that would rob a fantastic woman of her respect, her dignity, and ultimately, her identity?",Drama,0.132,0.086,0.308
40,1489887,Booksmart,2019,United States,,Comedy,0.278,0.07,0.22
41,5716464,Breathe,2017,United Kingdom,"When Robin (Andrew Garfield) is struck down by polio at the age of twenty-eight, he is confined to a hospital bed and given only a few months to live. With the help of Diana's (Claire Foy's) twin brothers (Tom Hollander) and the groundbreaking ideas of inventor Teddy Hall (Hugh Bonneville), Robin and Diana dare to escape the hospital ward to seek out a full and passionate life together, raising their young son, travelling, and devoting their lives to helping other polio patients.","Biography, Drama, Romance",0.148,0.062,0.196
42,5805752,Brigsby Bear,2017,"United States, China","Brigsby Bear Adventures is a children's TV show produced for an audience of one: James. When the show abruptly ends, James's life changes forever, and he sets out to finish the story himself.","Comedy, Drama",0.254,0.084,0.148
43,4595882,Can You Ever Forgive Me?,2018,United States,"Lee Israel (Melissa McCarthy) made her living in the 1970s and '80s profiling the likes of Katharine Hepburn, Tallulah Bankhead, Estee Lauder and journalist Dorothy Kilgallen. When Lee is no longer able to get published because she has fallen out of step with current tastes, she turns her art form to deception, abetted by her loyal friend Jack (Richard E. Grant). An adaptation of the memoir ""Can You Ever Forgive Me?"" relays the true story of the best-selling celebrity biographer (and friend to cats).","Biography, Comedy, Crime, Drama",0.114,0.054,0.226
44,1606375,Downton Abbey,2010,United Kingdom,"Lord Robert Crawley, Earl of Grantham (Hugh Bonneville) sees his family heritage, especially the grand country home Downton Abbey, as his mission in life. The death of his heir aboard R.M.S. Titanic means distant cousin Matthew Crawley (Dan Stevens), a Manchester lawyer, suddenly is next in line and accepts moving onto the vast estate with his even more modernist, socially engaged mother, who clashes with his Lordship's domineering, conservative mother, the dowager countess. Marrying off the daughters is another concern. Meanwhile, the butler presides over a staff which serves the family, but also lead most of their entire lives in the servants' quarters, intriguing amongst themselves.","Drama, Romance",0.2,0.086,0.21
